Frame,Timestamp,PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
42,1674856645206.2,-23768.142857142866,-30474.5,94407.57142857145,86771.42857142858,4220.928571428572,-32560.0,1.3589999675799995,1.57000005245,-2.5739547298391643,-17.321728036166515,45.01976683583385,20.413151663677347,-14.420344767415552,-15.619290408959918
43,1674856645239.53,-23864.756756756757,-30758.783783783783,95386.97297297297,87352.05405405405,3801.351351351351,-32984.675675675666,1.3338648564154054,1.57000005245,-3.3070925941998994,-14.992538414080315,42.8636262647012,21.518696271454505,-15.403231135002779,-15.592317258892626
44,1674856645272.86,-24199.25,-31132.807692307684,96725.76923076923,88465.57692307694,2978.9423076923076,-33652.63461538462,1.314000010495,1.57000005245,-4.593894087067068,-11.561883983906627,38.28946667569334,24.356315280461768,-17.940671255272402,-16.090408127857213
45,1674856645306.1902,-24326.0,-31314.66666666667,97442.66666666669,89205.66666666669,2412.6666666666665,-34085.0,1.2990000248,1.57000005245,-5.57911626414401,-8.402487222059497,30.353916630623317,24.344758370190647,-18.084385100851563,-15.251489403262033
46,1674856645339.52,-24451.60416666667,-31428.20833333333,98004.02083333331,89929.6875,1874.916666666667,-34537.8125,1.2763958449208332,1.57000005245,-5.869056449632855,-6.6949076119800885,26.173075687149804,25.778904965084664,-19.26626770842427,-15.53291829825597
47,1674856645372.85,-24728.95918367346,-31668.30612244898,98978.5306122449,91368.14285714287,768.0816326530612,-35476.489795918365,1.26800000668,1.57000005245,-5.297618382769606,-5.355515617898166,22.52985511504403,29.02854719415846,-22.110805398853724,-18.240366259565082
48,1674856645406.1802,-24820.444444444438,-31809.555555555562,99592.55555555556,92260.44444444444,32.77777777777778,-36138.66666666666,1.26800000668,1.57000005245,-4.94493654889403,-4.949380543745785,21.501029717945983,30.55081429017274,-23.801252620086597,-20.53870556809227
49,1674856645439.51,-24913.81081081081,-31879.864864864863,100089.51351351352,93007.35135135136,-613.4054054054053,-36661.78378378379,1.2388108453275677,1.57000005245,-4.622524698943896,-4.517011579875727,20.857000020319745,30.779699054338664,-24.88569829753398,-21.241825553129182
50,1674856645472.8398,-25083.9,-32090.02,101005.46,94523.32,-1856.64,-37509.16,1.236800031666,1.5700000524499995,-3.549774118981324,-4.217571191683045,20.271376999288382,31.555018728725894,-26.249918194724728,-20.328787662455053
51,1674856645506.1702,-25265.71875,-32301.4375,101849.34375,95951.375,-2965.8125,-38419.78125,1.20799994469,1.57000005245,-4.453183916878602,-4.919304903220916,22.57012774008311,36.912971489963375,-29.98888853423482,-22.813407391699883
52,1674856645539.5,-25319.636363636364,-32393.454545454544,102316.63636363637,96724.0,-3505.0,-38852.09090909091,1.20799994469,1.57000005245,-4.058654971744926,-5.136405055949145,22.273443150779944,37.17017942270349,-28.918819366040122,-21.90523747133376
53,1674856645572.8298,-25391.14893617021,-32574.808510638297,102899.78723404255,97775.78723404255,-4124.787234042553,-39349.51063829787,1.20799994469,1.57000005245,-3.072785308132074,-4.848363117657598,18.94513758289828,32.527877925655325,-22.68369119384147,-18.405305176708293
54,1674856645606.16,-25592.488888888893,-32874.022222222215,103748.77777777775,99385.8,-4826.244444444445,-40121.93333333333,1.20799994469,1.57000005245,-3.2680297201620334,-5.726426467949897,18.996272327353307,34.34773790925252,-18.60622135300554,-17.02325136278778
55,1674856645639.49,-25742.0,-33081.0,104356.1052631579,100498.15789473684,-5105.894736842105,-40611.894736842114,1.20799994469,1.57000005245,-4.22405410720743,-6.87613932759147,20.39672357848192,37.7453420592147,-16.010556298648453,-17.599793443274592
56,1674856645672.82,-25798.5,-33255.22727272727,104729.40909090909,101168.90909090909,-5233.727272727273,-40937.09090909091,1.20799994469,1.57000005245,-4.073908480922975,-6.804852157233235,18.29800548326332,33.93453248785361,-11.090483441870836,-15.87735323070684
57,1674856645706.15,-25941.214285714286,-33642.333333333336,105246.59523809524,102201.83333333331,-5420.785714285715,-41437.45238095238,1.20799994469,1.5700000524500002,-3.487605008484463,-7.683889846450476,14.979675345917167,28.16315930343285,-5.946007065173059,-13.156511943226413
58,1674856645739.48,-26164.456521739125,-34119.0,105986.60869565216,103559.0,-5558.021739130435,-42047.608695652176,1.20799994469,1.57000005245,-4.224988267705682,-10.381042129116867,16.30666465648486,30.61148611714674,-4.521725299627501,-14.358578444443241
59,1674856645772.81,-26312.027777777777,-34507.5,106733.02777777775,104699.38888888886,-5604.805555555556,-42522.97222222222,1.20799994469,1.57000005245,-5.135789773551765,-12.523978672991008,20.038181606180935,35.308321719664676,-3.7111589481567666,-15.860398649785125
60,1674856645806.14,-26428.875,-34757.375,107113.5,105239.625,-5634.0,-42799.125,1.20799994469,1.57000005245,-4.877091980415541,-11.151523985993995,18.670898818553976,30.38092312591972,-2.132353233252777,-13.6180763088978
61,1674856645839.47,-26565.367346938776,-35096.83673469388,107647.61224489797,105896.04081632652,-5698.857142857143,-43159.5306122449,1.20799994469,1.57000005245,-4.009508364592433,-9.779340663988641,16.611685596923284,23.37273022868047,-1.4084937239718016,-11.120325363358049
62,1674856645872.8,-26722.511627906977,-35636.395348837206,108502.6976744186,106927.18604651165,-5877.558139534884,-43664.441860465115,1.20799994469,1.57000005245,-4.105247963458119,-11.290074338007225,17.698455200717728,22.28018694796334,-2.7277943644511713,-11.415831437874887
63,1674856645906.13,-26827.91666666667,-35927.333333333336,108938.75,107538.41666666669,-5958.666666666668,-43938.083333333336,1.20799994469,1.57000005245,-3.990814115513839,-11.700747295608112,18.2543145886884,22.990206576595767,-3.2469896966939227,-11.390715752122828
64,1674856645939.4602,-26935.97435897436,-36149.589743589735,109301.71794871797,108164.51282051283,-6066.205128205128,-44168.61538461538,1.20799994469,1.57000005245,-3.7064318824037588,-10.528563300123686,16.542677887898567,22.68693447458114,-3.673836690720137,-10.091836412611746
65,1674856645972.79,-27009.0,-36501.142857142855,109904.12244897963,109489.59183673467,-6371.040816326531,-44585.26530612245,1.20799994469,1.57000005245,-2.8651686774875436,-8.64835043090608,14.015665942854435,25.626656479050734,-4.935329126954243,-9.209167466896618
66,1674856646006.12,-27070.0,-36717.28571428572,110201.28571428572,110452.42857142855,-6620.142857142857,-44939.428571428565,1.20799994469,1.57000005245,-2.4210671996995026,-7.900304794870096,12.626607749107762,29.143016246379705,-6.615422394218128,-10.014443987356465
67,1674856646039.4502,-27165.48979591837,-36948.12244897959,110421.71428571428,111590.04081632652,-6909.2040816326535,-45216.67346938775,1.20799994469,1.57000005245,-2.2953838771410933,-7.98613270089259,11.201101353572867,34.25872259839105,-8.430835187200772,-10.481634964443803
68,1674856646072.78,-27259.511627906977,-37400.186046511626,110755.81395348835,113650.3488372093,-7347.116279069767,-45570.395348837206,1.20799994469,1.57000005245,-2.5053678309846714,-8.991343068137263,8.51777133145348,41.61178457289315,-9.761739999368922,-9.852288474778204
69,1674856646106.11,-27290.142857142866,-37689.42857142857,110916.14285714287,114796.28571428572,-7586.428571428572,-45756.142857142855,1.20799994469,1.57000005245,-2.2016504634443863,-9.722411139244423,7.149294074580588,43.44296482291495,-9.663832953558767,-8.16796642019788
70,1674856646139.4402,-27373.0,-37967.72,111094.08,116066.74,-7920.34,-45987.94,1.1893999624282,1.5700000524499995,-2.07531159505192,-10.197004425020518,6.724338289277995,44.77151497230356,-10.112378797680178,-7.713444482269487
71,1674856646172.77,-27406.078947368416,-38374.86842105263,111440.07894736844,117923.26315789473,-8402.236842105263,-46474.86842105263,1.1779999733,1.57000005245,-1.4658187640068991,-9.747805503113128,6.843343578452668,42.73345238565741,-10.552271424495835,-9.04564975383513
72,1674856646206.1,-27407.444444444438,-38594.22222222222,111629.0,118842.88888888885,-8589.444444444445,-46764.0,1.1779999733,1.57000005245,-1.1731328598003945,-9.048850008266974,7.129292992970587,40.47011989627086,-10.031173635843688,-10.079591431119228
73,1674856646239.43,-27478.627906976744,-38791.41860465116,111812.95348837208,119812.86046511628,-8778.023255813954,-47052.51162790697,1.1779999733,1.57000005245,-1.056389870049421,-8.237834790748083,7.18947579991773,37.46507038983542,-8.57771933830304,-10.646812807771363
74,1674856646272.76,-27584.58333333333,-39074.16666666666,112144.29166666669,121338.22916666669,-9124.5625,-47545.77083333334,1.1779999733,1.57000005245,-1.7852234120528507,-6.993679877301573,7.0428284437681015,34.15306639840893,-7.2239758587146286,-10.71009116358862
75,1674856646306.09,-27632.068965517246,-39238.24137931036,112470.89655172414,122464.51724137928,-9402.241379310344,-47986.79310344828,1.1779999733,1.57000005245,-2.2464698067250426,-6.440835003285543,8.419801238026546,36.219891673999506,-8.128776987911525,-12.229146420504284
76,1674856646339.42,-27733.5625,-39309.5,112655.125,123094.3125,-9617.625,-48241.6875,1.1779999733,1.57000005245,-2.549602349225921,-5.181325161958967,8.422551125748827,32.81777134174524,-8.396853223881907,-11.892938811719391
77,1674856646372.75,-27806.54166666667,-39426.16666666666,112994.375,123999.60416666669,-10055.5625,-48681.27083333334,1.1779999733,1.57000005245,-2.219807545803023,-3.5203490037676235,8.501677069945726,26.616395389787684,-9.310925046847911,-11.356127667825819
78,1674856646406.08,-27843.28888888889,-39579.333333333336,113552.6,125376.04444444446,-10732.644444444444,-49395.91111111111,1.1779999733,1.57000005245,-2.1124129584333393,-3.411257890568334,10.818104432980867,29.11816173355902,-13.305345778338472,-14.092574975636522
79,1674856646439.41,-27892.0,-39648.0,113802.0,126083.0,-11020.0,-49774.0,1.1779999733,1.57000005245,-1.5845333076637385,-3.3853356290074306,11.469888374805995,29.88984571465325,-14.02514069140485,-15.324649242742318
80,1674856646472.74,-27896.5,-39705.94,114059.0,126796.98,-11231.28,-50341.62,1.1779999733,1.5700000524499995,-0.8996747602795052,-2.798011606479309,10.647308044695633,27.97654220194019,-11.758344324572159,-16.605140957427924
81,1674856646506.07,-27952.755555555555,-39795.24444444444,114425.44444444445,127847.22222222225,-11407.044444444444,-51437.0,1.1779999733,1.57000005245,-1.0947771465803042,-2.1593270127145474,8.72931518514991,24.714243062484655,-6.744679708887023,-20.412910032098903
82,1674856646539.4,-28012.571428571428,-39832.92857142857,114564.21428571428,128254.14285714286,-11438.5,-52130.142857142855,1.1779999733,1.57000005245,-1.205836424682982,-1.8494690868589183,7.622897445595264,21.713578844999194,-4.185411035662054,-23.563780494496687
83,1674856646572.7302,-28012.838709677417,-39858.354838709674,114655.35483870967,128464.74193548385,-11441.677419354839,-52654.77419354839,1.1779999733,1.5564516244370967,-1.1635050822446933,-1.5242981422511805,5.9641343110253,16.679262569829778,-2.1041817514209806,-23.13381344096386
84,1674856646606.06,-28013.279069767446,-39897.86046511628,114783.81395348835,128701.83720930232,-11439.720930232555,-53425.81395348837,1.1779999733,1.4925581466286049,-0.6052986474986135,-1.0262642195298957,3.5840579946542515,8.547016288315758,-0.3267986998774983,-19.890150754997325
85,1674856646639.39,-28040.936170212764,-39934.29787234042,114902.74468085106,128827.42553191492,-11393.021276595744,-54170.02127659576,1.1779999733,1.4019574738544678,-0.2836771578183268,-1.0137957129803254,3.385646026201625,5.733397790246902,0.45483544836545214,-20.40084902798682
86,1674856646672.72,-28052.0,-39951.0,114963.0,128859.0,-11372.0,-54487.0,1.1779999733,1.35899996758,-0.391653208745035,-0.9265476588909677,3.076770200018752,3.9429922695292503,0.6968458089533899,-18.324158524784973
87,1674856646706.05,-28063.75,-39964.95,115009.8,128858.85,-11382.8,-54747.425,1.1779999733,1.323000001912,-0.5047606212341675,-0.6709635416561234,2.2600898886808807,1.5702904549832999,0.5692683156783961,-13.217455745374087
88,1674856646739.38,-28061.38,-39990.46,115100.24,128852.52,-11451.66,-55223.06,1.1779999733,1.2616400241894,-0.20445809088059377,-0.561677996566985,1.975152702214449,0.2509687258437003,-0.586449548492848,-10.531450536214157
89,1674856646772.71,-28056.766666666666,-40010.36666666667,115165.1,128857.43333333332,-11430.066666666668,-55448.03333333333,1.196366667751,1.20999995073,-0.0476711484500452,-0.593726516376173,2.0212040079228544,-0.015668660481167846,-0.5807284224132457,-9.611306777716214
90,1674856646806.04,-28070.55,-40024.0,115199.1,128853.4,-11401.2,-55538.45,1.2070000171700002,1.1824999690085,-0.06800646765438974,-0.5905595404345216,1.8931915067020029,-0.05450578650256981,-0.18402301498414086,-7.911057404404964
91,1674856646839.37,-28090.654545454545,-40044.27272727273,115262.45454545454,128822.92727272725,-11392.745454545457,-55695.32727272726,1.2070000171700002,1.1267454515829092,-0.29277404576084415,-0.53817982935125,1.6223038826589236,-0.29595617469776975,0.5892029939002877,-4.723133970824475
92,1674856646872.7,-28106.8,-40049.46666666667,115334.86666666668,128782.46666666665,-11413.8,-55840.33333333334,1.2070000171700002,1.0870000124,-0.5003833815504969,-0.3910385678155488,1.697837775316007,-0.7497428474761398,0.1626810112412972,-3.9233937655986515
93,1674856646906.03,-28092.73333333333,-40053.26666666667,115392.86666666668,128749.7,-11472.0,-55940.16666666666,1.2070000171700002,1.0870000124,-0.22185618162860776,-0.29269563067980925,1.937861215105049,-1.0371042434456916,-0.7080706897711799,-4.017569629126821
94,1674856646939.36,-28085.977777777778,-40070.91111111111,115473.8,128680.71111111113,-11569.977777777778,-56107.0,1.2070000171700002,1.0870000124,0.04677106160158819,-0.26641023546382675,2.1136662623545086,-1.4223034767195195,-1.7724978700612273,-4.117139958852602
95,1674856646972.69,-28095.73809523809,-40096.833333333336,115546.30952380953,128601.95238095238,-11636.666666666664,-56221.04761904762,1.2077143022030952,1.0870000124,0.11062913630361128,-0.47371482667982806,2.1146403905927946,-1.805324927472423,-2.228889216582153,-3.8075230395386654
96,1674856647006.02,-28073.64,-40112.2,115602.04,128527.24,-11640.92,-56370.2,1.23699998856,1.1162400388748002,0.19095126597581727,-0.5893927900225199,2.09194293594916,-2.2248230369419577,-1.68936986247858,-4.300761683565644
97,1674856647039.35,-28050.0625,-40121.0,115635.125,128481.4375,-11626.125,-56424.4375,1.23699998856,1.14699995518,0.35918713970483696,-0.5009397075817935,1.6134128711643871,-1.992936502883996,-0.5615319442790989,-3.174693382624729
98,1674856647072.68,-28028.219512195123,-40132.85365853659,115676.04878048779,128400.65853658535,-11594.829268292684,-56496.8536585366,1.23699998856,1.1770000283346342,0.675253373138089,-0.36023929993068465,1.2975222756042757,-2.013140956515993,0.41841713719684703,-2.7583350680235292
99,1674856647106.01,-28028.190476190477,-40147.38095238096,115721.33333333331,128189.07142857145,-11531.404761904761,-56674.142857142855,1.23699998856,1.2070000171700002,0.4545412268830888,-0.3518447519277337,1.1930528400615092,-3.3820219069115818,1.0952616325046753,-3.039730724606862
100,1674856647139.34,-28031.14893617021,-40149.404255319154,115765.31914893615,127852.29787234042,-11315.617021276597,-56831.936170212764,1.23699998856,1.2070000171700002,0.18915571053141866,-0.2840711627950659,1.3020716424572158,-6.292016648395766,3.1053853399296187,-4.075389993906444
101,1674856647172.67,-28019.5,-40138.5,115797.5,127656.5,-11159.5,-56876.5,1.23699998856,1.2070000171700002,0.0872044912979758,-0.05646813036462032,1.214633168885864,-7.44232649772072,4.353729287355194,-3.796837463837603
102,1674856647206.0002,-28010.8,-40137.025,115821.2,127480.75,-11009.975,-56909.5,1.23699998856,1.2070000171700002,0.1739219624899765,0.10357032879289672,0.9987648235408565,-7.083907542253219,5.214807360604107,-2.353802139146105
103,1674856647239.33,-28016.07272727273,-40140.163636363635,115854.67272727273,127133.05454545455,-10594.690909090908,-56832.963636363624,1.2369999885600005,1.2070000171700002,0.15077664304827795,0.09241567531212569,0.8936261246619339,-7.193162663492276,7.2099961255749205,-0.010270905331950372
104,1674856647272.66,-28017.6,-40143.0,115871.4,126950.8,-10284.1,-56728.5,1.23699998856,1.2070000171700002,0.019000720175332515,-0.04500494072374751,0.7390741163537918,-7.057715175292714,8.75489718815575,1.480160222335064
105,1674856647305.99,-28017.609756097558,-40146.24390243903,115883.36585365856,126819.65853658535,-9988.658536585366,-56677.39024390244,1.23699998856,1.2070000171700002,-0.06810470992532784,-0.09219846581476404,0.6217229288592069,-6.611599116895221,10.214215286362574,2.321337512319863
106,1674856647339.32,-28016.88,-40152.08,115901.48,126578.3,-9412.58,-56596.1,1.23699998856,1.189599990848,-0.00807362758543483,-0.11917548235765357,0.4681196673545993,-5.548100611368909,11.82228636180757,2.3688753510683207
107,1674856647372.65,-28015.5,-40154.0,115910.5,126437.5,-9046.5,-56535.0,1.23699998856,1.1779999733,0.021002152076230508,-0.11001088389014613,0.3910388481014553,-5.1335116330781885,12.377235529722268,1.9351934593037836
108,1674856647405.98,-28015.875,-40155.325,115916.875,126354.875,-8795.75,-56452.375,1.24824997783125,1.1779999733,0.017349356333487734,-0.09081998538860259,0.3351248511645619,-4.6482996149455476,11.93027724730616,2.2503766779393652
109,1674856647439.31,-28003.755555555555,-40161.46666666667,115931.42222222225,126292.42222222225,-8300.111111111111,-56246.31111111112,1.26699995995,1.1779999733,0.1312573636312039,-0.09387597488209236,0.29945212630808943,-2.859067297151056,11.12580220832586,3.498234988966939
110,1674856647472.64,-27980.538461538457,-40166.46153846154,115944.20512820511,126370.66666666669,-7759.692307692307,-56010.743589743586,1.26699995995,1.1779999733,0.34965123089273237,-0.12462792118456634,0.33708513686779257,-0.6683928746788684,12.86937328342267,5.24309337869396
111,1674856647505.97,-27966.8,-40169.0,115951.1,126481.1,-7423.1,-55779.6,1.26699995995,1.1779999733,0.49079963030069274,-0.1367637217059749,0.34228436255362754,1.2623790105962505,13.727880198911699,6.728424327980353
112,1674856647539.3,-27959.760869565216,-40170.54347826087,115954.5,126634.93478260867,-6940.978260869565,-55478.5,1.26699995995,1.1779999733,0.4399915284753851,-0.09077734679106679,0.23080125330873033,3.425465853409975,13.592695499696383,7.678878256858042
113,1674856647572.63,-27952.265306122445,-40173.469387755096,115960.26530612244,126894.77551020408,-5974.9795918367345,-55016.36734693877,1.2575305967957142,1.1779999733,0.2827597164627915,-0.07008555155022912,0.16061788682177283,5.241619345564582,17.84894097848212,9.94476744790438
114,1674856647605.96,-27950.0,-40177.0,115964.66666666669,127017.0,-5433.666666666667,-54806.0,1.23800003529,1.1779999733,0.16801695695504862,-0.08000802760645918,0.1356803390078687,5.359542426116391,19.896347095263323,9.736984728575043
115,1674856647639.29,-27947.630434782608,-40179.282608695656,115970.04347826086,127135.73913043474,-4991.717391304348,-54697.869565217385,1.23800003529,1.1779999733,0.121316744213486,-0.08740005383185899,0.15545038561832555,5.0085516279319755,19.494583222828993,7.807100611155369
116,1674856647672.62,-27943.772727272728,-40182.88636363636,115977.09090909091,127398.86363636365,-4383.704545454545,-54540.38636363637,1.23800003529,1.1779999733,0.08493408284119486,-0.09417895597631214,0.1682724625423718,5.041373583234614,15.914304595129996,4.760274703600591
117,1674856647705.95,-27951.272727272728,-40189.181818181816,115986.13636363635,127684.27272727275,-3991.863636363637,-54353.5,1.2432727488645454,1.1779999733,-0.012729065174129306,-0.12183054047315488,0.2147186008884674,6.673399878115222,14.419467156418293,4.525455628429442
118,1674856647739.2798,-27957.703703703704,-40184.77777777778,116005.5925925926,127963.96296296295,-3583.074074074074,-54172.111111111124,1.26699995995,1.1779999733,-0.10074354789037539,-0.054957196280808446,0.3555279505885783,8.283088614110884,14.087867586705535,5.258125005949803
119,1674856647772.61,-27963.10869565217,-40131.239130434784,116068.04347826086,128519.6304347826,-3075.95652173913,-54085.586956521736,1.26699995995,1.1779999733,-0.19337919301434037,0.516518713108589,0.9096120342918677,11.208763281457145,13.078778961991631,4.548458894911494
120,1674856647805.94,-27933.3,-40047.825,116187.45,129287.975,-2608.025,-54096.325,1.26699995995,1.1779999733,0.17974693446311774,1.413708750341682,2.0133385759584965,16.038625065694344,13.839764977142432,2.5720073349539843
121,1674856647839.2698,-27930.0,-40010.55555555556,116248.55555555555,129697.77777777775,-2411.555555555556,-54255.66666666666,1.26699995995,1.1779999733,0.27706691547009976,1.7423972966233423,2.4298755702004526,17.339887093667475,11.716340880634236,-0.8356559586912834
122,1674856647872.6,-27939.345454545455,-39969.745454545446,116306.4,130180.81818181818,-2249.3636363636365,-54560.09090909091,1.26699995995,1.1779999733000002,0.2376587296787195,1.6151003343013557,2.3838069964944206,16.613550804442898,8.266772942725229,-4.745493112359656
123,1674856647905.93,-27929.34210526316,-39943.63157894737,116374.84210526315,130771.31578947367,-2099.7894736842104,-55033.263157894726,1.26699995995,1.1779999733,0.03958447205156338,1.042037625542491,1.8741093234339707,14.834894504651563,5.082865103990823,-9.370320682181356
124,1674856647939.26,-27930.285714285717,-39947.0,116394.28571428572,130990.28571428572,-2077.5714285714284,-55265.571428571435,1.26699995995,1.1779999733,-0.002856004476382503,0.6356165510315149,1.4574446922244186,12.926349575650784,3.340166533904268,-10.100046312792928
125,1674856647972.59,-27924.765957446813,-39952.63829787234,116415.51063829787,131221.51063829788,-2102.2978723404253,-55615.89361702128,1.26699995995,1.1779999733,0.14580994298277886,0.17109018759535743,1.091217960608533,10.407984223383687,1.4708122305280478,-10.559092900528862
