PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,Trackstar time,True frame #,Frame,Timestamp,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
258.905,66.58195,-142.03799999999998,371.3075,-137.57299999999998,-133.108,0.13294701889416113,0.15060859697860055,1674859395.5146,4342,4053,1674859395514.3333,-0.0005599973022599755,0.0027899986377320535,0.013395008166643815,0.0005599972656381325,-0.0022350013550036674,0.002230005444349424
259.017,66.52615,-141.424,371.3075,-137.629,-132.997,0.1315744558861386,0.14837326823210742,1674859395.5477,4343,4054,1674859395547.6667,0.0011149945190692039,0.001116006811520261,0.016184994543663705,-5.066838152748924e-17,-0.0022350013550039515,0.0033400000244539134
259.29600000000005,66.41454999999999,-140.8655,371.25199999999995,-137.7405,-132.829,0.1298485590351553,0.14779716910024354,1674859395.5808,4344,4055,1674859395581.0,0.003910001342817314,-0.0011159986377119908,0.01674999592306132,-0.0011150027221750155,-0.0027950027221946214,0.003910001416058752
259.575,66.35875,-140.475,371.25199999999995,-137.79649999999998,-132.6615,0.12675613865182211,0.1448176172946471,1674859395.6139,4345,4056,1674859395614.3333,0.006700008154356777,-0.002232001362327975,0.01562999318867941,-0.0005550013549843459,-0.0022350013550039515,0.0044650027710427635
259.7425,66.35875,-140.14049999999997,371.2515,-137.908,-132.6055,0.12668346842001707,0.1393028901977394,1674859395.6469,4346,4057,1674859395647.6667,0.007255005444409021,-0.0016740040869239966,0.01283500683607415,-0.0005600013305697159,-0.002789998645056196,0.003915005456576457
260.0215,66.35875,-139.8615,371.2515,-137.964,-132.6055,0.12771821592289712,0.13706603357742045,1674859395.68,4347,4058,1674859395681.0,0.007255005444408452,-0.0005580013623078707,0.010040000012326609,-4.999975585420714e-06,-0.0022349972900724694,0.0022350013550038795
260.4675,66.30295,-139.247,371.2515,-138.0195,-132.6055,0.1325718871010246,0.134849784809731,1674859395.7131,4348,4059,1674859395714.3333,0.008925009521567143,-0.0005580013623080128,0.012280005481089854,-4.999975585420714e-06,-0.0022299972778655267,0.000559997265638245
261.02599999999995,66.19135,-138.6335,371.25199999999995,-138.0195,-132.43849999999998,0.13527342482353386,0.13530498835016874,1674859395.7462,4349,4060,1674859395747.6667,0.012834990429863117,-0.001673995913115827,0.015069991858109462,4.999975585319374e-06,-0.0011150027221748147,0.0016699918457433027
261.69599999999997,65.91225,-138.187,371.3075,-137.964,-132.3265,0.13307054875041352,0.13766562662378706,1674859395.7792,4350,4061,1674859395781.0,0.016744999975785057,-0.004465002727097303,0.016744995947475094,0.0005600013305696146,-1.3400738851920835e-16,0.002789994580124642
262.3095,65.5774,-137.7405,371.41900000000004,-137.908,-132.27100000000002,0.12878455528111768,0.14036162262261154,1674859395.816,4351,4062,1674859395814.3333,0.018420004065151256,-0.007255509539858057,0.0150649918459028,0.0016750040527445794,0.0011150027221745466,0.003344995935108369
262.70050000000003,65.29835,-137.4055,371.41900000000004,-137.796,-132.327,0.1312994885767275,0.14111925003228992,1674859395.8491,4352,4063,1674859395847.6667,0.016745012243822643,-0.008930001363628471,0.012280005444469133,0.0016700040771592095,0.002234997253451197,0.0011150068237269454
263.091,64.9635,-137.071,371.475,-137.852,-132.327,0.13311520253686773,0.14349495966034018,1674859395.8821,4353,4064,1674859395881.0,0.013950005420075101,-0.009487502724715812,0.011160002710087512,0.0016750040893655836,0.0011199945312765165,-4.995910654393733e-06
263.42600000000004,64.6286,-136.959,371.475,-137.7405,-132.327,0.12873606772595575,0.14347500918517014,1674859395.9152,4354,4065,1674859395914.3333,0.011164998620742014,-0.009488002725936395,0.007814994543563469,0.0005600013671906188,0.0016749958862602432,-0.0005599972656381206
263.593,64.517,-136.79149999999998,371.475,-137.7405,-132.327,0.12971282292569036,0.14347500918517014,1674859395.9483,4355,4066,1674859395947.6667,0.008925009558188144,-0.007813510902166122,0.006140002722234573,0.0005600013671906188,0.0005550013549835927,6.259460542482979e-17
263.8725,64.23795,-136.5125,371.531,-137.57299999999998,-132.438,0.132892260705616,0.1458354126213384,1674859395.9814,4356,4067,1674859395981.0,0.00781500684822069,-0.007255509539858059,0.005585001367250846,0.0005600013671906188,0.0027900068115401812,-0.001110002709967391
264.0955,63.8473,-136.401,371.531,-137.57299999999998,-132.494,0.13270707646938762,0.14659434703607827,1674859396.0144,4357,4068,1674859396014.3333,0.0066950041138387805,-0.007813010900945468,0.00558000135504362,0.0005600013671906188,0.0016750040893655004,-0.001670004077158345
264.26300000000003,63.5124,-136.2335,371.587,-137.5175,-132.438,0.13113350442089514,0.14347500918517062,1674859396.0475,4358,4069,1674859396047.6667,0.0067000040894252865,-0.010045999997678271,0.00558000135504362,0.001119998632828802,0.002230001379417461,-0.0011100068115198775
264.486,63.12175,-136.122,371.6425,-137.5175,-132.55,0.131033911133073,0.14361951512034254,1674859396.0806,4359,4070,1674859396081.0,0.006135002710027106,-0.011162002722294326,0.0039049972656779856,0.001114998620621859,0.0005549972900518264,-0.0011200068359343317
264.8765,62.73105,-135.7315,371.69800000000004,-137.4615,-132.55,0.1281207090927032,0.14570978913493746,1674859396.1136,4360,4071,1674859396114.3333,0.007810006799392741,-0.01116250272351498,0.006695004077218301,0.0016699999756061544,0.0011149986572427802,-0.0005600054687433779
265.435,62.06135,-135.1175,371.81,-137.4615,-132.494,0.1293378802058166,0.1449548361089917,1674859396.1467,4361,4072,1674859396147.6667,0.011719987707688714,-0.014510486375938636,0.011159982275566803,0.0022299972412443375,0.0005600013671908198,-0.0005600054687433779
